listing_id,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
6991188,12/22/2015,1/2/2016,100,10,10,10,9,10,9,3
7344117,7/20/2015,12/30/2015,96,10,10,10,10,9,10,5.68
9506766,11/23/2015,12/9/2015,100,10,10,10,10,10,10,1.4
6451305,6/8/2015,12/19/2015,96,10,10,10,10,10,10,3.55
7531405,9/29/2015,11/18/2015,98,10,10,10,10,9,10,2.45
9612147,12/20/2015,12/26/2015,90,10,10,9,10,10,9,2
666897,4/30/2015,12/26/2015,75,9,6,8,9,8,8,2.16
4061051,9/12/2014,6/20/2015,83,9,9,9,9,10,8,0.38
3394338,7/6/2014,9/2/2015,93,10,9,10,10,10,9,1.09
4238106,9/7/2015,10/21/2015,100,10,10,10,10,10,10,1.5
7350059,7/18/2015,1/1/2016,100,10,10,10,10,10,10,3.16
5262750,7/11/2015,12/29/2015,100,10,10,10,10,10,10,3.37
2802844,10/14/2014,12/4/2015,99,10,10,10,10,9,10,1.07
3123632,7/22/2014,8/23/2015,100,10,10,10,10,10,10,0.45
3024336,6/16/2014,10/20/2015,98,10,10,10,10,10,9,2.11
8652185,11/27/2015,11/27/2015,100,8,10,10,10,10,10,0.77
10192213,,,,,,,,,,
3970736,8/31/2014,1/1/2016,97,10,10,10,10,9,9,3.11
4546924,2/1/2015,12/28/2015,99,10,10,10,10,10,10,3.2
2760901,5/11/2014,9/12/2015,98,10,10,10,10,9,10,0.79
3490239,8/21/2014,8/17/2015,97,9,9,10,10,9,9,0.42
3416217,6/30/2014,9/9/2015,96,10,9,10,10,10,9,1.68
5537833,4/28/2015,10/19/2015,100,10,10,10,10,9,10,0.71
8372562,1/1/2016,1/1/2016,100,10,10,10,10,10,10,1
8866960,10/26/2015,12/22/2015,90,10,10,10,10,10,10,1.27
3354614,6/27/2014,9/29/2015,90,10,10,9,9,9,10,1.56
8953857,,,,,,,,,,
7093738,8/26/2015,8/26/2015,100,10,10,10,10,10,10,0.23
5277900,4/20/2015,9/8/2015,96,10,10,10,10,9,10,1.04
1171574,6/8/2013,1/1/2016,98,10,10,10,10,9,10,5.04
1818754,,,,,,,,,,
74328,5/31/2011,9/30/2015,93,9,10,9,10,9,9,0.95
6728017,8/11/2015,8/11/2015,100,10,10,10,10,6,10,0.2
2612399,5/19/2014,12/30/2015,99,10,10,10,10,9,10,3.12
2515795,8/14/2014,12/2/2015,94,10,10,10,9,9,10,1.3
7093910,8/27/2015,9/20/2015,60,9,6,9,9,9,6,0.46
4170863,9/29/2014,11/2/2014,96,10,10,10,10,9,10,0.32
7941079,8/22/2015,11/29/2015,100,10,10,10,10,10,9,1.54
1442973,9/17/2013,12/20/2015,97,10,10,10,9,9,10,0.5
4396961,3/28/2015,11/27/2015,96,10,10,10,10,10,10,3.6
5859152,8/22/2015,11/15/2015,95,10,9,10,10,9,9,3.31
8555794,,,,,,,,,,
2112625,1/15/2014,12/21/2015,98,10,10,10,10,9,10,0.75
8814802,,,,,,,,,,
8273948,9/17/2015,12/8/2015,92,10,10,9,9,10,9,3.55
319768,4/2/2012,12/28/2013,100,10,8,10,10,9,10,0.11
1961671,3/9/2014,12/28/2015,100,10,10,10,10,10,10,0.9
3691288,11/13/2015,12/30/2015,100,10,10,10,10,10,10,2.83
8703557,,,,,,,,,,
8525338,,,,,,,,,,
8049470,9/4/2015,10/28/2015,100,10,10,10,10,10,10,3.41
1455908,9/10/2013,11/8/2015,97,9,10,10,10,9,9,1.13
8525825,9/30/2015,9/30/2015,100,10,8,10,10,8,10,0.31
3463245,7/27/2014,11/21/2015,98,10,10,9,10,10,9,1.14
4172364,3/25/2015,10/19/2015,97,10,10,10,10,10,10,3.46
3728802,8/15/2014,8/31/2015,93,9,9,10,10,9,8,0.18
6512378,5/29/2015,12/1/2015,97,10,10,10,10,9,10,1.63
785830,8/16/2014,8/14/2015,100,10,10,9,10,9,10,0.12
8616606,10/13/2015,12/31/2015,97,10,9,10,10,10,10,5
5078244,4/9/2015,12/25/2015,82,9,7,9,9,9,9,5.98
7921278,8/31/2015,12/2/2015,100,10,10,10,10,9,10,2.36
8016610,9/7/2015,12/29/2015,100,10,10,10,10,9,10,1.75
4468524,12/3/2014,12/31/2015,99,10,10,10,10,10,10,3.09
8424532,10/8/2015,10/30/2015,100,10,10,10,10,10,10,0.67
6990882,7/17/2015,12/23/2015,97,10,10,10,10,9,10,5.41
4017140,9/16/2014,11/16/2015,95,10,9,10,10,9,10,2.33
9489310,1/1/2016,1/1/2016,100,10,10,10,10,10,10,1
8104742,12/27/2015,1/2/2016,100,9,10,10,10,9,10,2
9407255,,,,,,,,,,
6475289,6/28/2015,12/21/2015,100,10,10,10,10,10,10,5.34
1377812,7/24/2013,11/28/2015,98,10,10,10,10,10,10,1.84
9512909,12/14/2015,12/22/2015,100,10,10,10,10,10,10,2
4432489,12/28/2014,11/8/2015,94,10,10,9,9,10,10,3.22
7471629,8/2/2015,11/23/2015,96,9,10,9,10,9,9,5.19
8067827,10/18/2015,10/18/2015,100,10,10,10,10,10,10,0.38
4384095,11/15/2014,11/5/2015,97,10,10,10,10,9,10,3.03
1351716,7/13/2013,10/13/2015,95,10,10,10,10,9,9,3.74
8392661,9/20/2015,12/30/2015,83,9,10,10,9,9,9,4.21
281208,2/19/2012,11/23/2015,98,10,10,10,10,9,10,0.57
7859909,8/19/2015,12/14/2015,89,10,9,10,10,9,9,3.02
9416373,,,,,,,,,,
1404307,11/2/2014,12/23/2015,99,10,10,10,10,10,10,1.05
7480843,,,,,,,,,,
877203,3/28/2013,12/16/2015,93,9,9,9,9,8,9,0.8
7037291,8/10/2015,11/15/2015,94,10,10,10,9,9,9,4.46
7931386,9/9/2015,10/20/2015,100,10,10,10,10,10,10,1.02
8173825,,,,,,,,,,
6759104,9/5/2015,12/26/2015,93,10,10,10,10,9,10,2.95
7619060,8/23/2015,12/21/2015,98,10,10,10,10,10,10,4.22
7095802,7/9/2015,12/28/2015,84,9,8,9,10,8,9,3.83
8103432,11/15/2015,11/15/2015,,,,,,,,0.59
3998922,9/29/2014,10/22/2015,96,10,10,10,10,9,10,1.1
8922153,,,,,,,,,,
5932882,6/8/2015,8/11/2015,100,10,10,10,10,10,10,0.57
6187340,11/23/2015,12/30/2015,100,9,10,10,10,10,10,2.79
8350401,9/28/2015,9/28/2015,100,10,10,10,10,10,10,0.3
1273432,7/22/2013,9/7/2015,96,10,10,10,10,9,9,0.47
2830174,4/28/2014,9/12/2015,97,10,10,10,10,9,10,1.26
9370866,12/1/2015,12/1/2015,100,6,10,10,10,10,10,0.86
8339303,,,,,,,,,,
8107555,,,,,,,,,,
3946160,8/28/2014,12/17/2015,96,10,10,10,10,9,10,8.55
4061207,9/30/2015,11/18/2015,100,10,10,10,10,9,10,0.93
113951,8/3/2011,10/5/2015,100,10,10,10,10,10,10,0.19
5102135,,,,,,,,,,
5060388,5/12/2015,12/31/2015,97,10,10,10,10,9,10,4.79
286712,5/21/2012,11/9/2015,88,9,9,9,9,8,9,0.88
5463875,7/6/2015,7/6/2015,100,10,10,10,10,10,10,0.16
4316910,6/15/2015,10/22/2015,89,9,9,9,9,9,10,2.65
7093986,,,,,,,,,,
4777832,12/23/2014,12/29/2015,99,10,10,10,10,9,10,6.35
7429207,8/23/2015,8/23/2015,100,10,10,10,10,8,10,0.22
7664565,8/5/2015,12/19/2015,98,10,10,10,10,9,10,4.9
5792683,7/16/2015,9/6/2015,90,10,10,10,9,7,9,0.69
1856970,1/27/2014,12/30/2015,97,10,10,10,10,9,10,7.75
4084712,10/11/2014,12/22/2015,93,10,9,10,10,9,9,2.99
6411986,5/26/2015,9/9/2015,84,9,8,9,10,8,7,1.21
9258687,,,,,,,,,,
9426058,1/1/2016,1/1/2016,100,10,10,10,10,10,10,1
9736801,,,,,,,,,,
4297068,10/30/2014,12/1/2015,100,10,10,10,10,10,10,0.42
8221520,10/5/2015,12/1/2015,94,10,9,9,9,9,9,2.28
2387605,9/14/2014,12/21/2015,98,10,10,10,10,9,10,3.83
8389809,9/19/2015,11/9/2015,100,10,10,10,10,10,10,0.56
7048843,7/26/2015,12/29/2015,86,9,8,9,9,8,9,4.79
879181,1/20/2013,11/28/2015,95,10,9,10,9,9,9,0.86
6423488,7/12/2015,8/11/2015,96,10,10,10,9,10,10,0.85
7241905,8/2/2015,9/21/2015,100,10,10,10,10,9,10,1.35
1246809,6/17/2013,12/11/2015,89,9,9,9,9,8,8,2.06
10273158,,,,,,,,,,
5615620,4/19/2015,12/20/2015,95,10,9,10,10,10,9,5.98
936484,10/5/2014,8/10/2015,91,9,9,9,9,10,9,0.46
5415077,3/16/2015,12/22/2015,95,9,9,10,10,10,10,4.37
938785,4/28/2014,11/6/2015,86,9,9,8,9,10,9,0.63
934216,8/2/2013,10/22/2015,88,9,9,10,9,10,9,0.68
6119821,5/19/2015,1/1/2016,93,9,9,9,9,10,9,2.47
3385421,7/22/2014,8/17/2015,99,10,10,10,10,10,10,1.75
5981343,5/22/2015,12/28/2015,98,10,10,10,10,10,9,6.32
9706229,12/23/2015,12/31/2015,87,9,10,9,10,10,9,6
8212989,12/1/2015,12/31/2015,87,9,9,9,9,10,10,2.57
9444769,,,,,,,,,,
5422159,3/18/2015,11/16/2015,91,10,9,9,9,10,9,4.4
9532861,11/29/2015,11/29/2015,60,10,8,6,8,8,6,0.81
3380159,7/1/2014,10/21/2015,94,10,10,10,10,10,9,2.71
9294683,11/12/2015,12/31/2015,99,10,10,10,10,10,10,7.78
8253456,9/17/2015,12/1/2015,98,10,10,10,10,10,9,2.73
944237,5/5/2013,10/31/2015,93,10,9,9,10,10,10,0.28
4165387,4/26/2015,12/30/2015,98,10,10,10,10,10,10,3.07
9866984,12/29/2015,12/29/2015,100,10,10,10,10,10,10,1
7179337,7/14/2015,12/27/2015,92,10,10,10,9,10,9,2.4
9768655,,,,,,,,,,
8015531,9/18/2015,1/2/2016,95,10,10,10,10,10,9,11.01
991961,4/2/2013,12/1/2015,100,10,10,10,10,10,9,0.21
4597584,,,,,,,,,,
8035212,8/31/2015,1/1/2016,97,10,9,10,9,10,9,7.32
8053396,9/11/2015,12/28/2015,95,10,10,10,10,10,10,5.43
9634448,,,,,,,,,,
2516391,5/27/2014,10/27/2015,98,10,10,10,10,10,10,0.82
7581631,8/31/2015,12/23/2015,100,10,10,10,10,9,10,1.42
7067650,8/22/2015,11/2/2015,93,9,9,10,10,10,10,1.99
706385,10/30/2012,12/30/2015,100,10,10,10,10,10,10,4.85
6005443,8/18/2015,9/28/2015,100,10,10,10,10,10,10,0.64
6883913,6/22/2015,12/20/2015,95,10,10,10,10,10,9,4.72
6523393,7/13/2015,11/23/2015,98,10,10,10,10,10,10,4.43
7922676,,,,,,,,,,
6766513,6/21/2015,12/20/2015,98,10,10,10,10,9,10,3.03
682135,10/29/2013,9/27/2015,96,10,10,10,10,10,10,0.26
4678866,12/28/2014,7/5/2015,100,10,10,10,10,10,8,0.16
708774,12/13/2012,11/27/2015,95,10,10,10,10,10,10,1.26
3158210,6/14/2014,9/22/2015,96,10,10,10,10,10,9,1.05
1494828,8/29/2013,12/7/2015,98,10,10,10,10,10,10,2.83
7291403,7/21/2015,7/27/2015,90,10,8,10,10,9,9,0.36
7075357,7/30/2015,8/9/2015,100,10,10,10,10,10,10,0.38
8000037,,,,,,,,,,
1652097,6/23/2014,12/8/2015,86,9,9,9,10,9,8,1.18
4660460,2/16/2015,12/14/2015,95,10,10,10,10,10,10,3.81
1944596,1/5/2014,12/2/2015,97,10,10,10,10,10,10,1.19
5593504,3/22/2015,12/22/2015,96,10,10,10,10,10,10,1.66
7999692,9/13/2015,9/13/2015,80,8,8,10,10,10,8,0.26
619366,8/10/2012,12/10/2015,98,10,10,10,10,10,10,3.52
7999972,,,,,,,,,,
3379116,9/14/2014,10/25/2015,98,10,10,10,10,9,10,2.7
10272763,,,,,,,,,,
10077121,,,,,,,,,,
7536219,8/1/2015,12/6/2015,88,9,8,9,10,10,9,1.53
4688603,1/26/2015,2/3/2015,90,10,10,10,10,9,9,0.17
7936877,,,,,,,,,,
3627658,7/23/2014,9/7/2015,87,10,9,8,9,9,8,0.51
6363779,6/15/2015,6/23/2015,90,9,7,10,10,10,10,0.29
2693137,6/17/2014,11/29/2015,89,9,9,10,10,9,9,4.71
7697340,8/17/2015,9/29/2015,60,10,10,10,8,8,6,0.43
5707514,,,,,,,,,,
7844444,8/20/2015,9/1/2015,73,6,6,9,9,9,7,1.3
7481498,7/25/2015,11/7/2015,96,10,10,10,10,9,10,2.01
535300,6/29/2012,11/16/2015,92,9,9,10,10,10,9,2.68
68508,,,,,,,,,,
8294379,11/8/2015,12/14/2015,100,10,10,10,10,10,10,2.07
9137487,,,,,,,,,,
4481979,11/24/2014,12/13/2015,100,10,10,10,10,10,10,0.44
5353512,11/27/2015,12/18/2015,75,7,7,8,9,7,7,3.08
244499,8/23/2012,8/11/2015,96,10,10,10,10,10,10,0.83
3316219,7/23/2014,12/20/2015,77,8,8,9,9,8,8,5.99
6613601,6/14/2015,11/28/2015,98,10,10,10,10,10,10,1.32
7833113,8/26/2015,12/22/2015,96,9,10,10,10,10,10,3.64
7439802,9/14/2015,12/26/2015,100,10,10,10,10,10,10,1.86
10135378,,,,,,,,,,
9330174,11/16/2015,12/15/2015,100,10,10,10,10,10,10,1.8
9597415,,,,,,,,,,
8831088,,,,,,,,,,
7401671,7/20/2015,10/13/2015,82,9,8,10,10,9,8,2.66
5330475,9/28/2015,10/19/2015,100,9,9,10,10,10,10,0.61
8067001,10/30/2015,10/30/2015,100,6,10,10,10,10,10,0.45
8829089,,,,,,,,,,
8814555,,,,,,,,,,
6852288,7/12/2015,12/2/2015,85,9,8,10,9,10,9,2.37
6913706,6/26/2015,11/13/2015,96,10,10,10,10,10,9,3.11
2387265,,,,,,,,,,
48319,6/7/2011,8/6/2012,96,10,9,9,9,9,9,0.38
9885225,,,,,,,,,,
8083242,9/14/2015,9/29/2015,73,6,5,10,10,7,6,0.8
8704964,,,,,,,,,,
6990477,7/5/2015,11/8/2015,98,10,10,10,10,10,10,4.24
117862,6/20/2011,6/14/2015,98,10,9,10,10,10,9,0.34
7777219,8/13/2015,10/2/2015,90,10,10,10,9,10,9,0.83
7203765,8/9/2015,8/9/2015,80,8,6,10,10,8,10,0.2
7840228,8/16/2015,9/21/2015,100,10,10,10,10,10,9,1.27
7438635,8/8/2015,12/31/2015,100,10,10,10,10,10,10,2.4
9389755,11/28/2015,12/6/2015,93,10,9,10,10,10,10,2.37
9151865,12/12/2015,12/12/2015,40,4,10,10,10,10,4,1
7204672,8/20/2015,8/23/2015,90,9,9,10,10,10,9,0.43
5579427,7/27/2015,8/20/2015,100,10,10,10,10,10,10,0.74
6734621,6/14/2015,1/2/2016,94,10,10,10,10,9,10,4.24
2263643,6/15/2014,12/17/2015,89,9,9,9,10,9,9,3.01
4608208,12/15/2014,1/2/2016,98,10,10,10,10,10,10,3.03
9999955,,,,,,,,,,
3528627,7/14/2014,10/31/2015,86,9,8,9,9,9,8,1.11
8048333,,,,,,,,,,
8050642,9/7/2015,12/15/2015,100,10,9,9,10,9,10,0.75
7329805,8/22/2015,12/21/2015,94,10,10,10,10,9,10,1.54
6848455,6/16/2015,12/1/2015,98,10,10,10,10,10,10,1.33
9695233,,,,,,,,,,
5164581,2/8/2015,1/3/2016,94,9,9,10,10,9,10,5.26
2208757,,,,,,,,,,
226536,11/13/2011,10/29/2015,91,8,9,10,10,9,9,0.5
176678,4/10/2012,10/10/2015,97,9,10,10,10,9,10,1.25
7050534,7/5/2015,8/9/2015,100,10,10,10,10,10,10,0.49
8248970,10/3/2015,11/27/2015,100,10,10,10,10,10,10,0.64
4824699,,,,,,,,,,
3876097,8/20/2014,11/23/2015,97,9,9,10,10,10,9,0.95
1260259,6/24/2013,12/1/2015,100,10,10,10,10,10,10,2.08
8443952,,,,,,,,,,
10068879,,,,,,,,,,
8173487,9/7/2015,12/1/2015,80,10,10,10,9,10,8,0.5
685600,8/10/2014,5/4/2015,100,10,9,10,10,10,10,0.47
8483477,9/27/2015,9/27/2015,60,4,8,10,10,10,8,0.3
10136155,,,,,,,,,,
6959336,7/7/2015,7/20/2015,73,7,7,9,9,7,7,0.49
5195064,2/18/2015,12/26/2015,93,10,9,10,10,9,9,5.98
9961538,,,,,,,,,,
8301680,11/29/2015,11/29/2015,100,10,10,10,10,10,10,0.81
492287,6/3/2012,11/29/2015,93,10,10,10,10,9,10,1.62
8029177,8/31/2015,10/25/2015,85,10,10,10,10,10,10,0.94
7343707,8/8/2015,12/27/2015,100,10,10,10,10,10,10,2.8
8882345,,,,,,,,,,
7676574,9/13/2015,11/28/2015,100,10,10,10,10,10,10,1.05
3354761,7/27/2014,4/15/2015,84,8,9,10,9,9,7,0.51
3561237,7/20/2014,10/18/2015,97,9,10,9,10,10,9,1.07
1831338,6/11/2014,8/9/2015,79,9,8,9,9,9,8,0.89
1840671,7/13/2014,9/7/2015,87,9,8,10,10,10,8,0.61
5559643,3/28/2015,8/11/2015,93,10,9,9,10,10,9,1.38
8327083,12/9/2015,12/9/2015,100,10,10,10,10,10,10,1
8087037,,,,,,,,,,
1696015,3/7/2014,11/2/2015,95,9,9,10,10,10,9,0.67
6855839,6/18/2015,1/3/2016,99,10,10,10,10,10,10,4.18
3345341,6/23/2014,6/28/2015,94,9,9,10,10,10,9,2.89
4410493,1/1/2015,12/24/2015,94,8,9,9,10,10,9,0.81
19619,9/4/2010,5/2/2015,98,9,10,9,10,10,9,0.26
7597244,11/25/2015,12/16/2015,95,10,10,10,10,9,10,2.93
5736082,5/19/2015,8/31/2015,80,9,9,10,9,10,8,0.78
3697351,7/28/2014,12/6/2015,87,9,7,10,10,10,9,6.16
6958436,8/4/2015,10/24/2015,90,8,5,9,9,10,7,0.39
9652574,11/29/2015,11/29/2015,100,10,10,10,10,10,10,0.81
7109376,,,,,,,,,,
3534364,7/14/2014,9/15/2015,89,10,7,9,9,10,8,0.56
6671901,6/10/2015,11/25/2015,83,9,9,9,9,10,9,4.02
6370313,8/24/2015,10/12/2015,55,7,7,5,6,10,7,0.9
9863484,12/14/2015,12/20/2015,100,10,9,10,10,10,10,2
7249631,7/24/2015,12/30/2015,97,10,10,10,10,10,9,3.45
9183838,12/6/2015,12/6/2015,20,2,4,2,2,6,2,1
6222245,8/12/2015,11/29/2015,100,10,10,9,8,10,7,0.41
10292753,,,,,,,,,,
7760836,9/7/2015,12/15/2015,93,10,9,10,10,10,10,1.5
7324993,10/2/2015,12/13/2015,90,9,10,10,10,10,9,3.79
5760902,5/4/2015,12/30/2015,93,10,9,10,10,10,9,6.59
7035498,7/26/2015,1/3/2016,98,10,10,10,10,10,9,5.71
8956631,10/25/2015,12/16/2015,95,10,10,10,10,10,10,5.42
6766708,6/19/2015,8/7/2015,100,10,10,10,10,10,10,0.45
6992696,7/10/2015,8/15/2015,72,8,6,9,9,9,8,0.84
4264043,10/13/2014,12/14/2015,87,9,8,9,9,10,9,5.08
6186081,6/19/2015,1/3/2016,94,10,9,10,10,10,9,3.75
1472532,8/15/2013,12/27/2015,95,10,10,10,10,10,9,6.22
5900224,5/4/2015,11/29/2015,98,10,10,10,10,10,10,1.46
9374358,11/16/2015,12/23/2015,100,10,10,10,10,10,10,3.6
5874421,4/13/2015,12/11/2015,98,10,10,10,10,10,10,4.38
8829474,10/18/2015,10/25/2015,100,10,10,10,10,10,10,0.76
6228474,6/21/2015,10/25/2015,93,10,10,9,9,9,8,0.45
4637670,12/1/2014,10/27/2015,94,10,10,10,10,9,10,2.78
3995007,9/8/2014,12/20/2015,94,10,10,10,10,10,9,4.15
19611,3/23/2010,11/12/2015,87,9,9,10,9,9,8,0.37
10076279,,,,,,,,,,
1200829,9/10/2013,12/16/2015,92,9,9,9,9,9,9,0.71
3673759,7/28/2014,10/13/2015,98,10,10,10,10,10,10,3.48
206781,7/16/2014,10/29/2015,96,9,9,10,10,10,9,1
988176,3/14/2013,1/3/2016,92,9,9,10,10,10,9,3.53
3686556,8/4/2014,9/12/2015,97,10,10,10,10,10,9,1.04
2881446,10/4/2014,9/6/2015,90,10,10,10,10,10,9,0.72
9318853,,,,,,,,,,
6328150,5/25/2015,12/1/2015,92,9,9,10,10,10,9,1.73
2154617,2/17/2014,12/18/2015,96,10,9,10,10,10,9,6.94
6658052,6/20/2015,12/30/2015,97,10,10,10,10,10,9,4.82
6187841,5/10/2015,10/4/2015,100,10,10,10,10,10,10,0.75
9371895,,,,,,,,,,
4318031,10/20/2014,12/6/2015,97,10,10,10,10,10,10,3.33
6364549,5/17/2015,11/11/2015,97,10,10,10,10,10,10,2.45
8326940,,,,,,,,,,
7826593,8/30/2015,12/12/2015,95,10,9,10,10,10,10,0.94
8168476,10/14/2015,10/14/2015,100,10,10,10,10,10,10,0.36
6482984,6/10/2015,11/10/2015,97,9,10,10,10,10,9,3.16
6316917,5/19/2015,11/15/2015,94,10,9,10,10,10,9,4.55
7922581,9/16/2015,12/14/2015,99,10,10,10,10,10,10,7.84
4110396,9/29/2014,12/14/2015,98,10,10,10,10,10,10,3.89
5446176,4/22/2015,11/11/2015,95,10,10,10,10,10,10,1.4
4669377,12/7/2014,11/22/2015,97,10,10,10,10,10,9,1.07
4151430,6/2/2015,9/8/2015,95,9,10,9,10,10,10,0.55
5446513,5/20/2015,9/1/2015,95,10,10,9,10,10,9,0.52
3793185,8/8/2014,8/20/2015,95,10,9,10,10,9,9,1.4
937370,12/1/2013,12/24/2015,91,9,9,9,9,9,9,1.06
1833250,3/2/2014,10/28/2015,97,10,9,10,9,10,10,0.98
902243,4/3/2013,11/1/2015,97,10,10,10,10,10,9,0.69
4053644,9/22/2014,6/24/2015,100,8,9,8,9,10,9,0.32
1084046,10/28/2013,10/3/2015,96,9,9,10,10,10,10,0.41
8016481,9/7/2015,9/26/2015,92,9,9,10,10,10,10,1.5
8811781,11/20/2015,12/20/2015,100,10,10,9,10,10,10,1.96
4243163,4/6/2015,10/19/2015,100,10,10,10,10,10,9,0.44
4569115,12/13/2014,11/15/2015,95,10,10,10,10,10,9,3.4
4464824,11/9/2014,8/20/2015,100,10,10,10,10,10,10,0.36
9258513,,,,,,,,,,
4190771,10/29/2014,8/29/2015,95,10,10,10,10,10,10,0.28
3543084,2/25/2015,5/1/2015,100,10,10,10,10,10,10,0.19
6263270,8/24/2015,11/17/2015,100,10,10,10,10,10,9,0.9
7807169,8/30/2015,12/2/2015,87,7,9,10,10,10,9,0.7
844939,2/22/2013,12/18/2015,96,10,10,9,10,10,10,0.34
8890682,10/18/2015,12/21/2015,100,10,10,10,10,10,8,0.76
3998984,9/7/2014,12/12/2015,97,10,9,10,10,10,10,1.73
6315435,6/19/2015,12/12/2015,100,10,10,9,9,10,9,0.9
6704004,,,,,,,,,,
1797207,6/23/2014,12/19/2015,96,10,10,9,10,10,9,0.48
271509,9/4/2012,3/28/2015,100,10,10,10,10,10,10,0.3
10156116,,,,,,,,,,
4410789,1/5/2015,11/19/2015,91,9,9,8,10,10,9,1.23
9577993,,,,,,,,,,
9352620,,,,,,,,,,
9532957,,,,,,,,,,
8354452,,,,,,,,,,
9497431,,,,,,,,,,
217142,10/21/2011,1/2/2016,95,10,10,10,10,10,9,0.92
1732280,7/11/2014,6/15/2015,97,10,10,10,10,10,9,0.33
4240933,3/28/2015,8/13/2015,87,8,10,10,10,10,9,0.64
443942,1/2/2014,8/14/2015,94,9,10,9,9,10,9,0.53
6489648,6/30/2015,8/11/2015,80,8,8,8,10,9,7,0.32
8308386,,,,,,,,,,
8227038,9/15/2015,9/28/2015,85,9,9,10,10,10,8,1.07
2489339,5/11/2014,9/7/2015,91,10,10,8,9,10,9,0.45
8054892,10/20/2015,12/13/2015,100,10,10,10,10,10,10,1.17
1493197,9/10/2013,12/7/2015,95,9,10,10,10,10,9,0.78
4417792,11/9/2014,11/11/2015,93,10,10,10,10,10,9,1.71
5048597,6/5/2015,12/10/2015,93,9,10,10,9,10,9,2.24
6278191,5/19/2015,12/19/2015,90,10,10,9,8,10,9,3.51
8891577,11/29/2015,11/29/2015,100,10,10,10,10,10,8,0.81
4163306,6/22/2015,7/18/2015,90,9,10,9,9,9,9,0.3
59827,12/24/2010,12/20/2015,87,9,9,9,9,9,8,0.21
9505340,,,,,,,,,,
3992155,10/11/2014,12/20/2015,98,10,10,10,10,10,9,2.99
8571518,10/27/2015,12/13/2015,100,8,10,10,10,10,10,1.71
3820186,9/19/2014,2/16/2015,100,10,10,10,10,10,10,0.13
1084084,10/5/2013,11/17/2015,94,10,9,10,10,10,8,0.36
257140,11/6/2011,12/3/2015,93,9,10,10,10,9,8,0.39
8956628,1/1/2016,1/1/2016,100,10,10,10,10,10,10,1
8637174,10/2/2015,1/3/2016,99,10,10,10,10,10,10,9.47
8815061,10/19/2015,12/22/2015,100,10,10,10,10,10,10,1.92
4677524,2/8/2015,11/15/2015,98,10,10,10,10,10,10,1.81
3139847,6/1/2014,12/14/2015,93,9,10,10,10,10,9,3.65
6975036,7/24/2015,11/16/2015,90,8,10,9,9,10,9,1.27
4151093,9/25/2014,10/12/2015,87,10,10,10,10,10,9,0.19
4256558,1/18/2015,1/18/2015,80,8,10,10,8,10,8,0.09
2110357,12/30/2013,12/21/2015,97,10,9,10,10,10,10,7.79
8147986,9/21/2015,11/2/2015,88,9,10,10,10,10,10,1.42
2905375,5/23/2014,11/16/2015,95,10,10,10,9,10,10,0.66
4257097,8/23/2015,10/12/2015,100,9,10,9,8,9,8,0.44
931154,12/7/2013,11/5/2015,96,9,9,10,10,10,9,0.83
6370655,7/26/2015,8/9/2015,80,9,9,7,7,9,8,0.37
4363919,11/10/2014,10/12/2015,88,9,10,10,10,10,9,0.36
8722230,,,,,,,,,,
5019444,2/2/2015,12/30/2015,92,10,9,10,10,10,9,2.76
931758,11/13/2013,12/26/2015,92,9,9,10,10,9,9,0.92
301059,3/17/2012,8/4/2015,96,10,10,10,10,10,9,0.26
8815638,12/1/2015,12/1/2015,100,10,10,10,10,10,10,0.86
7264667,7/25/2015,9/16/2015,89,9,10,10,10,9,9,1.28
2068301,3/10/2014,1/4/2015,99,10,10,10,10,10,9,0.63
8487843,10/7/2015,12/30/2015,98,10,10,9,10,10,10,4
8608233,1/1/2016,1/1/2016,100,10,10,10,10,10,10,1
5446156,4/30/2015,12/24/2015,100,10,10,10,10,10,9,1.92
2691273,7/4/2014,10/12/2015,87,9,8,9,10,10,8,0.49
7807090,9/17/2015,11/28/2015,100,10,10,10,10,10,9,0.82
8306646,,,,,,,,,,
9666446,,,,,,,,,,
1055661,6/3/2013,11/22/2015,100,10,10,10,10,10,10,0.48
7806698,10/15/2015,11/20/2015,93,10,10,9,10,10,10,1.1
24212,11/2/2010,12/8/2015,91,9,10,10,10,9,9,0.46
8027776,9/8/2015,1/3/2016,98,10,10,10,10,10,10,9.08
6868378,7/19/2015,10/17/2015,97,10,10,9,10,9,9,1.06
7249508,7/22/2015,9/11/2015,95,9,10,10,10,9,9,2.16
7544337,8/10/2015,10/9/2015,90,9,10,9,10,10,8,0.81
19623,3/23/2010,10/25/2015,89,9,9,9,9,9,8,0.54
4210585,5/7/2015,10/18/2015,97,9,10,10,10,10,10,0.74
5784320,4/22/2015,11/25/2015,96,10,10,10,10,10,9,1.05
7347229,7/26/2015,12/30/2015,98,10,10,10,10,10,9,3.31
4676275,8/10/2015,8/10/2015,80,8,10,6,6,10,8,0.2
2489283,4/1/2014,10/5/2015,100,10,10,10,10,10,10,0.47
277416,12/12/2011,12/29/2015,97,10,10,10,10,10,9,0.75
7699356,8/16/2015,8/22/2015,90,9,10,9,10,9,10,0.42
